Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Type of Payment code,Vehicle Code
5814,Tue Aug 17 18:38:39 2021,2888284,VAN,5813,Mon A
5815,Sun Aug  1 07:44:41 2021,2857529,CAR,5814,Tue A
5816,Fri Jul 30 10:11:09 2021,5203172,CAR,5815,Sun A
5817,Tue Aug 10 09:20:38 2021,5652940,CAR,5816,Fri J
5818,Tue Aug  3 07:16:17 2021,124045,TRUCK,5817,Tue A
5819,Tue Aug  3 18:51:18 2021,8335570,CAR,5818,Tue A
5820,Sun Aug  8 13:33:55 2021,6477596,TRUCK,5819,Tue A
5821,Tue Aug  3 00:55:54 2021,8004123,CAR,5820,Sun A
5822,Wed Aug  4 06:01:38 2021,7955580,VAN,5821,Tue A
5823,Sun Aug 15 01:26:10 2021,8569253,VAN,5822,Wed A
5824,Fri Aug 20 13:31:41 2021,577541,CAR,5823,Sun A
5825,Wed Aug  4 13:13:14 2021,660171,VAN,5824,Fri A
5826,Fri Jul 30 20:22:47 2021,7483733,CAR,5825,Wed A
5827,Mon Aug  9 18:59:45 2021,4256733,CAR,5826,Fri J
5828,Wed Aug 11 01:21:40 2021,3162563,CAR,5827,Mon A
5829,Sat Aug 21 10:59:26 2021,9438596,CAR,5828,Wed A
5830,Fri Aug  6 00:54:57 2021,461962,CAR,5829,Sat A
5831,Fri Jul 30 04:29:12 2021,9103923,CAR,5830,Fri A
5832,Sat Aug 14 17:52:15 2021,3203679,TRUCK,5831,Fri J
5833,Wed Aug 11 22:55:21 2021,5235885,CAR,5832,Sat A
5834,Sun Aug 15 10:08:20 2021,5097958,CAR,5833,Wed A
5835,Sat Aug  7 03:27:50 2021,7316755,CAR,5834,Sun A
5836,Fri Aug 13 04:10:36 2021,4419013,CAR,5835,Sat A
5837,Tue Aug 10 19:04:36 2021,2120752,CAR,5836,Fri A
5838,Thu Aug 19 20:14:35 2021,4759684,CAR,5837,Tue A
5839,Thu Jul 29 13:17:08 2021,6304600,CAR,5838,Thu A
5840,Fri Aug 13 18:12:04 2021,7093479,CAR,5839,Thu J
5841,Thu Jul 29 12:47:27 2021,4939611,TRUCK,5840,Fri A
5842,Thu Aug  5 05:29:56 2021,7563617,CAR,5841,Thu J
5843,Sun Aug  1 06:24:20 2021,9269769,CAR,5842,Thu A
5844,Tue Aug 17 00:16:12 2021,8016304,VAN,5843,Sun A
5845,Thu Aug 12 07:02:58 2021,7032727,CAR,5844,Tue A
5846,Wed Aug 11 11:46:52 2021,7312965,CAR,5845,Thu A
5847,Mon Aug  2 16:22:27 2021,6205577,VAN,5846,Wed A
5848,Sun Aug 22 15:30:49 2021,2193044,CAR,5847,Mon A
5849,Sun Aug 15 15:05:54 2021,9942125,CAR,5848,Sun A
5850,Sat Jul 31 07:01:25 2021,682481,CAR,5849,Sun A
5851,Mon Aug 16 03:28:10 2021,1009820,CAR,5850,Sat J
5852,Thu Aug 19 02:11:22 2021,2891101,CAR,5851,Mon A
5853,Tue Aug 10 01:01:19 2021,6182711,CAR,5852,Thu A
5854,Sat Aug 21 07:28:29 2021,8825276,CAR,5853,Tue A
5855,Tue Aug 10 08:11:18 2021,8740684,CAR,5854,Sat A
5856,Sun Aug  1 00:17:32 2021,8247059,CAR,5855,Tue A
5857,Fri Aug 13 13:51:25 2021,2524523,CAR,5856,Sun A
5858,Wed Aug 11 14:34:20 2021,2947533,CAR,5857,Fri A
5859,Fri Aug 13 06:44:25 2021,9730075,TRUCK,5858,Wed A
5860,Thu Aug 12 12:04:22 2021,3941549,CAR,5859,Fri A
5861,Tue Aug  3 10:00:25 2021,9178225,CAR,5860,Thu A
5862,Sun Aug 15 19:36:36 2021,685266,CAR,5861,Tue A
5863,Sun Aug 22 07:51:44 2021,4405798,VAN,5862,Sun A
5864,Fri Aug 20 13:12:14 2021,3267525,CAR,5863,Sun A
5865,Wed Aug 18 06:06:15 2021,6783722,CAR,5864,Fri A
5866,Fri Jul 30 01:19:44 2021,3966360,TRUCK,5865,Wed A
5867,Sun Aug 22 17:26:49 2021,4376919,CAR,5866,Fri J
5868,Mon Aug 16 10:45:12 2021,7585536,TRUCK,5867,Sun A
5869,Thu Aug  5 16:28:46 2021,1702675,CAR,5868,Mon A
5870,Sun Aug  8 17:55:19 2021,3334896,CAR,5869,Thu A
5871,Sun Aug 15 13:55:58 2021,2118082,TRUCK,5870,Sun A
5872,Fri Aug  6 17:51:39 2021,6332848,TRUCK,5871,Sun A
5873,Mon Aug  2 09:47:36 2021,8480642,TRUCK,5872,Fri A
5874,Wed Aug  4 00:07:16 2021,622837,CAR,5873,Mon A
5875,Tue Aug 10 17:30:16 2021,1871104,TRUCK,5874,Wed A
5876,Tue Aug  3 07:41:04 2021,245404,TRUCK,5875,Tue A
5877,Mon Aug 16 06:23:05 2021,9209550,VAN,5876,Tue A
5878,Sun Aug  1 03:26:49 2021,2733497,TRUCK,5877,Mon A
5879,Thu Aug 19 08:13:18 2021,791991,CAR,5878,Sun A
5880,Thu Jul 29 23:45:01 2021,5593794,TRUCK,5879,Thu A
5881,Fri Jul 30 20:34:02 2021,609994,TRUCK,5880,Thu J
5882,Mon Aug 16 10:54:12 2021,4155880,CAR,5881,Fri J
5883,Sun Aug 15 04:22:02 2021,5020403,VAN,5882,Mon A
5884,Fri Jul 30 08:41:10 2021,6682026,CAR,5883,Sun A
5885,Fri Aug 20 06:33:36 2021,2157469,VAN,5884,Fri J
5886,Sat Aug 21 06:06:12 2021,7300982,CAR,5885,Fri A
5887,Wed Aug 18 15:49:47 2021,8029176,CAR,5886,Sat A
5888,Tue Aug 17 22:23:48 2021,6049726,CAR,5887,Wed A
5889,Wed Aug  4 10:52:01 2021,7315120,CAR,5888,Tue A
5890,Wed Aug 18 23:10:15 2021,785701,CAR,5889,Wed A
5891,Sun Aug  8 12:28:24 2021,5219238,VAN,5890,Wed A
5892,Sun Aug 15 02:36:59 2021,327171,TRUCK,5891,Sun A
5893,Sat Aug 14 22:34:36 2021,4145196,CAR,5892,Sun A
5894,Thu Aug  5 04:15:38 2021,1582984,TRUCK,5893,Sat A
5895,Mon Aug 16 04:56:08 2021,7757973,CAR,5894,Thu A
5896,Tue Aug 10 08:34:39 2021,8882351,CAR,5895,Mon A
5897,Thu Aug 12 08:08:54 2021,4960138,CAR,5896,Tue A
5898,Wed Aug 18 08:32:15 2021,4008834,CAR,5897,Thu A
5899,Wed Aug  4 06:17:28 2021,8720320,CAR,5898,Wed A
5900,Mon Aug  9 09:08:51 2021,622149,CAR,5899,Wed A
5901,Mon Aug 16 10:42:45 2021,1678052,CAR,5900,Mon A
5902,Thu Aug  5 19:08:00 2021,3271576,VAN,5901,Mon A
5903,Sat Jul 31 14:07:56 2021,8341934,CAR,5902,Thu A
5904,Sat Aug 21 11:52:05 2021,4409380,TRUCK,5903,Sat J
5905,Wed Aug  4 05:56:54 2021,7681166,CAR,5904,Sat A
5906,Sat Jul 31 12:07:28 2021,84689,CAR,5905,Wed A
5907,Mon Aug 16 11:26:59 2021,4693087,TRUCK,5906,Sat J
5908,Sun Aug  1 10:19:02 2021,1687485,TRUCK,5907,Mon A
5909,Fri Aug  6 05:03:05 2021,8032454,TRUCK,5908,Sun A
5910,Mon Aug  2 01:38:17 2021,7994643,TRUCK,5909,Fri A
5911,Sat Aug 21 16:45:12 2021,8455595,TRUCK,5910,Mon A
5912,Tue Aug 10 20:15:05 2021,6572335,TRUCK,5911,Sat A
5913,Wed Aug 11 14:34:17 2021,3571399,TRUCK,5912,Tue A
5914,Sun Aug  1 21:39:05 2021,5796031,CAR,5913,Wed A
5915,Tue Aug  3 09:08:37 2021,2269174,VAN,5914,Sun A
5916,Fri Aug 13 06:10:41 2021,5858922,CAR,5915,Tue A
5917,Tue Aug 17 04:07:37 2021,5621421,CAR,5916,Fri A
5918,Fri Aug 20 18:35:48 2021,2137592,CAR,5917,Tue A
5919,Wed Aug 11 14:33:34 2021,1090734,CAR,5918,Fri A
5920,Sat Jul 31 05:23:30 2021,5150630,TRUCK,5919,Wed A
5921,Wed Aug  4 09:55:39 2021,3781296,TRUCK,5920,Sat J
5922,Wed Aug 11 17:56:20 2021,4597516,CAR,5921,Wed A
5923,Tue Aug 17 08:54:35 2021,2101536,CAR,5922,Wed A
5924,Tue Aug  3 09:37:39 2021,3786840,CAR,5923,Tue A
5925,Tue Aug 17 12:12:03 2021,1077720,CAR,5924,Tue A
5926,Thu Aug 12 10:35:01 2021,6742213,CAR,5925,Tue A
5927,Tue Aug 10 16:39:28 2021,2565855,TRUCK,5926,Thu A
5928,Tue Aug 10 04:21:11 2021,4620541,CAR,5927,Tue A
5929,Wed Aug 11 03:16:18 2021,6494935,CAR,5928,Tue A
5930,Sat Aug  7 18:39:02 2021,8628067,TRUCK,5929,Wed A
5931,Fri Aug 13 02:28:43 2021,2302123,TRUCK,5930,Sat A
5932,Thu Aug  5 05:27:24 2021,8078617,TRUCK,5931,Fri A
5933,Sun Aug 22 14:29:48 2021,477533,CAR,5932,Thu A
5934,Fri Aug  6 16:07:13 2021,6477493,VAN,5933,Sun A
5935,Mon Aug 16 10:14:43 2021,7360399,CAR,5934,Fri A
5936,Fri Aug 20 02:58:46 2021,86880,CAR,5935,Mon A
5937,Fri Aug  6 14:49:10 2021,2529667,VAN,5936,Fri A
5938,Fri Aug 20 09:39:14 2021,514741,CAR,5937,Fri A
5939,Sun Aug  1 14:57:07 2021,1620807,CAR,5938,Fri A
5940,Thu Jul 29 23:10:46 2021,4709305,VAN,5939,Sun A
5941,Sat Aug 21 22:37:27 2021,2533587,TRUCK,5940,Thu J
5942,Tue Aug 10 07:31:20 2021,4874164,CAR,5941,Sat A
5943,Tue Aug 10 15:08:08 2021,4491041,VAN,5942,Tue A
5944,Mon Aug  2 06:01:13 2021,751441,CAR,5943,Tue A
5945,Fri Jul 30 08:51:59 2021,3293647,TRUCK,5944,Mon A
5946,Wed Aug 18 13:06:43 2021,921492,CAR,5945,Fri J
5947,Wed Aug 11 17:11:00 2021,838687,TRUCK,5946,Wed A
5948,Sat Aug  7 00:33:10 2021,1765185,CAR,5947,Wed A
5949,Fri Aug  6 15:30:33 2021,5216740,CAR,5948,Sat A
5950,Thu Aug 12 08:21:40 2021,3839435,CAR,5949,Fri A
5951,Fri Aug  6 13:51:25 2021,4163183,CAR,5950,Thu A
5952,Fri Jul 30 17:59:44 2021,1543578,TRUCK,5951,Fri A
5953,Thu Aug  5 01:38:08 2021,5051759,CAR,5952,Fri J
5954,Wed Aug 11 20:16:49 2021,3190249,CAR,5953,Thu A
5955,Mon Aug  9 02:46:24 2021,3994398,CAR,5954,Wed A
5956,Tue Aug 17 13:27:53 2021,5393760,CAR,5955,Mon A
5957,Tue Aug  3 05:17:10 2021,2128695,CAR,5956,Tue A
5958,Sat Jul 31 12:45:29 2021,4857692,TRUCK,5957,Tue A
5959,Fri Aug 20 18:10:04 2021,9485989,CAR,5958,Sat J
5960,Wed Aug 11 16:19:39 2021,6604819,VAN,5959,Fri A
5961,Sat Jul 31 21:57:04 2021,4514683,TRUCK,5960,Wed A
5962,Wed Aug 18 19:47:43 2021,2913339,TRUCK,5961,Sat J
5963,Wed Aug 18 02:06:14 2021,8212212,TRUCK,5962,Wed A
5964,Fri Aug  6 21:44:58 2021,6019007,VAN,5963,Wed A
5965,Sat Aug 14 14:32:58 2021,3123728,CAR,5964,Fri A
5966,Sun Aug  1 10:50:24 2021,5006481,TRUCK,5965,Sat A
5967,Wed Aug 18 00:02:51 2021,6805646,CAR,5966,Sun A
5968,Sun Aug 15 06:32:56 2021,9878829,CAR,5967,Wed A
5969,Mon Aug  2 05:06:36 2021,2988099,CAR,5968,Sun A
5970,Sat Aug  7 16:42:04 2021,6308632,VAN,5969,Mon A
5971,Thu Aug  5 04:18:21 2021,5210646,CAR,5970,Sat A
5972,Wed Aug 18 23:38:47 2021,5940387,CAR,5971,Thu A
5973,Sat Aug  7 15:54:05 2021,2979070,CAR,5972,Wed A
5974,Sat Aug 14 16:13:05 2021,9300422,CAR,5973,Sat A
5975,Thu Aug  5 01:38:19 2021,7425116,CAR,5974,Sat A
5976,Sat Aug 14 11:17:25 2021,4497978,CAR,5975,Thu A
5977,Fri Aug 20 11:37:13 2021,6592729,CAR,5976,Sat A
5978,Wed Aug 11 02:05:22 2021,316816,VAN,5977,Fri A
5979,Mon Aug  2 02:27:24 2021,1545973,CAR,5978,Wed A
5980,Mon Aug  9 17:31:45 2021,5215856,VAN,5979,Mon A
5981,Mon Aug  9 17:45:27 2021,3310074,CAR,5980,Mon A
5982,Sun Aug 15 23:43:20 2021,4528694,CAR,5981,Mon A
5983,Sun Aug 22 18:03:45 2021,2487000,CAR,5982,Sun A
5984,Sat Jul 31 03:47:06 2021,6915357,CAR,5983,Sun A
5985,Mon Aug  2 07:10:45 2021,2904412,CAR,5984,Sat J
5986,Thu Aug 19 23:02:30 2021,7107187,CAR,5985,Mon A
5987,Sat Aug 14 03:58:03 2021,3684906,CAR,5986,Thu A
5988,Thu Aug 19 13:36:17 2021,8722043,CAR,5987,Sat A
5989,Fri Jul 30 18:44:05 2021,6263885,CAR,5988,Thu A
5990,Tue Aug 10 00:44:30 2021,9246705,CAR,5989,Fri J
5991,Sat Aug 14 05:33:16 2021,6389742,TRUCK,5990,Tue A
5992,Sat Aug 14 12:51:58 2021,8984820,TRUCK,5991,Sat A
5993,Sat Jul 31 02:50:31 2021,3973158,CAR,5992,Sat A
5994,Thu Aug  5 13:42:48 2021,1926502,CAR,5993,Sat J
5995,Thu Aug  5 04:02:35 2021,359330,CAR,5994,Thu A
5996,Thu Jul 29 18:30:00 2021,751524,VAN,5995,Thu A
5997,Fri Aug 13 01:58:14 2021,9756984,CAR,5996,Thu J
5998,Tue Aug 17 02:13:33 2021,4225678,TRUCK,5997,Fri A
5999,Tue Aug 10 01:22:15 2021,7440601,CAR,5998,Tue A
6000,Tue Aug 17 01:42:50 2021,4654218,CAR,5999,Tue A
6001,Thu Aug  5 05:59:28 2021,5780010,CAR,6000,Tue A
6002,Mon Aug 16 12:34:26 2021,3462151,CAR,6001,Thu A
6003,Fri Aug  6 15:10:50 2021,6939650,TRUCK,6002,Mon A
6004,Fri Aug  6 20:39:17 2021,8368608,CAR,6003,Fri A
6005,Sun Aug  8 21:34:00 2021,4211520,CAR,6004,Fri A
6006,Mon Aug 16 07:31:55 2021,3292179,CAR,6005,Sun A
6007,Sun Aug 22 04:44:21 2021,7122258,TRUCK,6006,Mon A
6008,Tue Aug 10 08:48:06 2021,5366950,CAR,6007,Sun A
6009,Sun Aug  8 03:55:15 2021,6974142,VAN,6008,Tue A
6010,Sat Aug 14 04:50:09 2021,2050329,CAR,6009,Sun A
6011,Mon Aug  9 15:38:37 2021,7541460,CAR,6010,Sat A
6012,Thu Aug 12 07:05:46 2021,432452,VAN,6011,Mon A
6013,Fri Aug 20 04:59:34 2021,9243130,CAR,6012,Thu A
6014,Tue Aug 17 09:36:57 2021,822914,CAR,6013,Fri A
6015,Sun Aug 22 04:44:13 2021,9613657,VAN,6014,Tue A
6016,Sat Aug  7 10:06:42 2021,6824462,CAR,6015,Sun A
6017,Fri Jul 30 17:41:26 2021,7632875,TRUCK,6016,Sat A
6018,Sun Aug 15 22:33:37 2021,5404429,VAN,6017,Fri J
6019,Sun Aug 15 14:38:33 2021,2015043,VAN,6018,Sun A
6020,Sat Jul 31 04:21:58 2021,6565048,CAR,6019,Sun A
6021,Sat Aug 14 21:08:30 2021,4003339,CAR,6020,Sat J
6022,Tue Aug  3 19:51:38 2021,5495796,CAR,6021,Sat A
6023,Mon Aug 16 06:33:41 2021,9056213,CAR,6022,Tue A
6024,Tue Aug 17 16:42:26 2021,3853157,CAR,6023,Mon A
6025,Sat Jul 31 01:56:16 2021,816572,TRUCK,6024,Tue A
6026,Fri Aug 20 03:45:26 2021,1543003,CAR,6025,Sat J
6027,Wed Aug 18 15:33:09 2021,8500820,CAR,6026,Fri A
6028,Tue Aug 17 22:09:45 2021,4369460,TRUCK,6027,Wed A
6029,Thu Aug  5 10:39:34 2021,1296429,CAR,6028,Tue A
6030,Mon Aug  2 01:07:25 2021,6776338,CAR,6029,Thu A
6031,Wed Aug  4 08:16:55 2021,889851,VAN,6030,Mon A
6032,Sun Aug 22 18:42:11 2021,3783615,VAN,6031,Wed A
6033,Tue Aug  3 05:59:19 2021,6924838,CAR,6032,Sun A
6034,Thu Aug 19 18:18:02 2021,4219171,TRUCK,6033,Tue A
6035,Sat Aug 21 11:01:36 2021,217253,CAR,6034,Thu A
6036,Tue Aug  3 17:26:24 2021,8386199,CAR,6035,Sat A
6037,Mon Aug 16 20:00:57 2021,2608171,TRUCK,6036,Tue A
6038,Sat Aug 14 11:36:34 2021,9844286,CAR,6037,Mon A
6039,Sun Aug  8 22:42:55 2021,1257187,CAR,6038,Sat A
6040,Tue Aug 17 11:02:07 2021,2252044,CAR,6039,Sun A
6041,Wed Aug 18 12:59:25 2021,5486972,CAR,6040,Tue A
6042,Wed Aug 11 15:07:18 2021,3993327,CAR,6041,Wed A
6043,Mon Aug  2 03:45:00 2021,3595645,CAR,6042,Wed A
6044,Sun Aug  1 22:11:57 2021,3131291,CAR,6043,Mon A
6045,Tue Aug 17 18:05:10 2021,7421119,VAN,6044,Sun A
6046,Sat Aug  7 17:15:10 2021,5923851,CAR,6045,Tue A
6047,Mon Aug  9 16:18:29 2021,1536084,CAR,6046,Sat A
6048,Fri Aug  6 02:35:11 2021,7423774,TRUCK,6047,Mon A
6049,Sat Aug 21 18:52:18 2021,6298074,TRUCK,6048,Fri A
6050,Sat Jul 31 18:49:24 2021,4586120,CAR,6049,Sat A
6051,Fri Aug  6 01:34:09 2021,6989397,CAR,6050,Sat J
6052,Fri Jul 30 07:06:19 2021,7612122,CAR,6051,Fri A
6053,Tue Aug 10 12:10:39 2021,9211207,CAR,6052,Fri J
6054,Sun Aug 22 02:24:14 2021,3901152,CAR,6053,Tue A
6055,Mon Aug 16 02:58:14 2021,2477977,CAR,6054,Sun A
6056,Sun Aug 15 08:38:53 2021,6806988,CAR,6055,Mon A
6057,Sun Aug 15 19:26:44 2021,6130826,CAR,6056,Sun A
6058,Sun Aug  1 04:10:16 2021,1393572,CAR,6057,Sun A
6059,Wed Aug 18 03:13:34 2021,5604081,CAR,6058,Sun A
6060,Fri Aug 20 07:39:19 2021,2910601,CAR,6059,Wed A
6061,Tue Aug  3 18:57:05 2021,6817195,VAN,6060,Fri A
6062,Fri Aug  6 08:30:19 2021,5268094,VAN,6061,Tue A
6063,Fri Aug 20 10:53:21 2021,6273700,CAR,6062,Fri A
6064,Sun Aug 15 10:18:56 2021,2861974,VAN,6063,Fri A
6065,Fri Aug 13 16:54:53 2021,2284913,CAR,6064,Sun A
6066,Sat Aug 21 13:14:58 2021,1119115,TRUCK,6065,Fri A
6067,Sat Aug 21 00:21:43 2021,6539218,VAN,6066,Sat A
6068,Mon Aug  9 12:18:16 2021,4900727,CAR,6067,Sat A
6069,Thu Jul 29 23:05:03 2021,3262246,CAR,6068,Mon A
6070,Wed Aug  4 22:15:30 2021,3085342,VAN,6069,Thu J
6071,Sat Jul 31 14:38:41 2021,4772864,CAR,6070,Wed A
6072,Tue Aug  3 12:26:02 2021,7449750,CAR,6071,Sat J
6073,Wed Aug 18 18:09:16 2021,1900910,TRUCK,6072,Tue A
6074,Sun Aug 15 09:23:50 2021,3112887,CAR,6073,Wed A
6075,Sun Aug  1 14:42:19 2021,97520,TRUCK,6074,Sun A
6076,Thu Aug  5 10:29:04 2021,7982823,CAR,6075,Sun A
6077,Tue Aug 17 10:31:39 2021,2514597,CAR,6076,Thu A
6078,Sat Aug  7 12:26:48 2021,8239378,TRUCK,6077,Tue A
6079,Mon Aug  9 17:22:06 2021,2072565,VAN,6078,Sat A
6080,Tue Aug  3 19:52:35 2021,6962790,CAR,6079,Mon A
6081,Sat Aug  7 17:42:12 2021,3212303,CAR,6080,Tue A
6082,Mon Aug 16 11:56:21 2021,4855453,CAR,6081,Sat A
6083,Mon Aug  2 08:57:30 2021,2827646,TRUCK,6082,Mon A
6084,Wed Aug  4 07:36:42 2021,2908184,CAR,6083,Mon A
6085,Mon Aug  2 10:10:54 2021,6267876,CAR,6084,Wed A
6086,Mon Aug  9 12:50:38 2021,8629265,CAR,6085,Mon A
6087,Tue Aug  3 13:44:22 2021,3899252,TRUCK,6086,Mon A
6088,Sat Jul 31 17:09:39 2021,6440793,CAR,6087,Tue A
6089,Wed Aug 18 06:52:41 2021,3607176,TRUCK,6088,Sat J
6090,Sun Aug 22 08:13:56 2021,9406164,CAR,6089,Wed A
6091,Sat Aug  7 23:53:15 2021,4195093,VAN,6090,Sun A
6092,Fri Aug 13 16:38:22 2021,1554419,CAR,6091,Sat A
6093,Mon Aug  2 09:11:44 2021,7595061,CAR,6092,Fri A
6094,Sat Jul 31 06:42:00 2021,4566898,TRUCK,6093,Mon A
6095,Sat Jul 31 20:19:31 2021,8474663,TRUCK,6094,Sat J
6096,Wed Aug 11 00:28:57 2021,8838928,CAR,6095,Sat J
6097,Tue Aug  3 14:38:48 2021,618958,CAR,6096,Wed A
6098,Fri Aug  6 15:07:04 2021,6380265,TRUCK,6097,Tue A
6099,Fri Aug 20 07:58:02 2021,5294457,CAR,6098,Fri A
6100,Sat Aug  7 15:09:17 2021,8412969,CAR,6099,Fri A
6101,Wed Aug 18 14:35:15 2021,1021720,CAR,6100,Sat A
6102,Thu Aug 12 19:15:39 2021,1166293,TRUCK,6101,Wed A
6103,Thu Aug 19 08:51:47 2021,7821143,CAR,6102,Thu A
6104,Thu Aug  5 08:20:32 2021,6158553,TRUCK,6103,Thu A
6105,Thu Aug 19 08:19:51 2021,5597049,CAR,6104,Thu A
6106,Wed Aug  4 18:12:17 2021,141980,CAR,6105,Thu A
6107,Wed Aug 11 21:57:50 2021,8480410,CAR,6106,Wed A
6108,Fri Jul 30 18:30:37 2021,3662329,TRUCK,6107,Wed A
6109,Sat Jul 31 13:51:27 2021,9100177,VAN,6108,Fri J
6110,Wed Aug 11 18:42:03 2021,1738728,CAR,6109,Sat J
6111,Sat Aug 21 00:42:31 2021,3007769,CAR,6110,Wed A
6112,Sun Aug  8 18:06:49 2021,60878,VAN,6111,Sat A
6113,Wed Aug 11 16:54:26 2021,1422794,CAR,6112,Sun A
6114,Tue Aug 10 21:58:07 2021,2140887,CAR,6113,Wed A
6115,Tue Aug 17 11:44:24 2021,4560507,CAR,6114,Tue A
6116,Thu Jul 29 16:15:57 2021,2287361,CAR,6115,Tue A
6117,Wed Aug 18 02:36:19 2021,5302308,CAR,6116,Thu J
6118,Thu Jul 29 20:30:36 2021,1490219,CAR,6117,Wed A
6119,Thu Aug 12 04:57:59 2021,2314784,TRUCK,6118,Thu J
6120,Wed Aug  4 06:22:57 2021,4363043,CAR,6119,Thu A
6121,Fri Aug 13 05:09:02 2021,1255712,CAR,6120,Wed A
6122,Thu Aug 19 07:43:54 2021,9790326,CAR,6121,Fri A
6123,Sun Aug 15 05:31:49 2021,2338995,CAR,6122,Thu A
6124,Sat Aug  7 09:00:33 2021,7644672,TRUCK,6123,Sun A
6125,Sun Aug 22 03:02:11 2021,2568249,CAR,6124,Sat A
6126,Tue Aug 17 11:48:08 2021,29896,CAR,6125,Sun A
6127,Sun Aug 22 17:23:34 2021,5995749,VAN,6126,Tue A
6128,Thu Aug  5 12:45:50 2021,6501186,CAR,6127,Sun A
6129,Sun Aug  8 19:34:05 2021,4296383,CAR,6128,Thu A
6130,Thu Jul 29 18:39:27 2021,8014982,VAN,6129,Sun A
6131,Sat Aug 14 18:38:01 2021,843641,CAR,6130,Thu J
6132,Tue Aug  3 09:00:49 2021,1861758,CAR,6131,Sat A
6133,Sun Aug  1 00:04:36 2021,2308749,CAR,6132,Tue A
6134,Wed Aug  4 04:48:46 2021,6593300,CAR,6133,Sun A
6135,Thu Aug 19 04:59:23 2021,8210088,CAR,6134,Wed A
6136,Mon Aug 16 00:04:05 2021,2618082,CAR,6135,Thu A
6137,Fri Aug 13 18:47:21 2021,4901571,TRUCK,6136,Mon A
6138,Mon Aug  2 12:00:31 2021,2758267,CAR,6137,Fri A
6139,Sat Jul 31 01:39:25 2021,7689792,TRUCK,6138,Mon A
6140,Mon Aug  9 15:44:10 2021,7327060,CAR,6139,Sat J
6141,Sun Aug 15 19:38:52 2021,3520254,CAR,6140,Mon A
6142,Sat Aug 21 21:28:11 2021,513821,CAR,6141,Sun A
6143,Fri Jul 30 14:04:33 2021,8408693,CAR,6142,Sat A
6144,Thu Jul 29 19:42:32 2021,166208,CAR,6143,Fri J
6145,Mon Aug 16 01:06:40 2021,8346480,TRUCK,6144,Thu J
6146,Fri Aug 20 19:08:36 2021,5499073,CAR,6145,Mon A
6147,Tue Aug 10 08:40:04 2021,2958137,CAR,6146,Fri A
6148,Tue Aug 17 04:56:04 2021,2919708,CAR,6147,Tue A
6149,Sat Aug 14 05:03:47 2021,7393062,CAR,6148,Tue A
6150,Sat Aug 21 03:41:29 2021,8575479,CAR,6149,Sat A
6151,Fri Jul 30 14:57:34 2021,5190940,TRUCK,6150,Sat A
6152,Thu Aug  5 22:53:20 2021,2443845,CAR,6151,Fri J
6153,Wed Aug  4 09:38:51 2021,6719584,CAR,6152,Thu A
6154,Tue Aug  3 16:28:00 2021,7121881,TRUCK,6153,Wed A
6155,Mon Aug  2 13:02:20 2021,9259801,TRUCK,6154,Tue A
6156,Sun Aug  1 13:20:31 2021,4165136,CAR,6155,Mon A
6157,Sun Aug 15 17:54:26 2021,3116865,VAN,6156,Sun A
6158,Fri Aug 13 13:29:52 2021,7354010,TRUCK,6157,Sun A
6159,Tue Aug  3 12:23:46 2021,6919642,CAR,6158,Fri A
6160,Sat Jul 31 14:53:24 2021,8721556,CAR,6159,Tue A
6161,Thu Aug 19 23:49:01 2021,4927270,CAR,6160,Sat J
6162,Thu Aug 12 11:22:31 2021,9413440,CAR,6161,Thu A
6163,Thu Aug 12 12:07:05 2021,6673806,TRUCK,6162,Thu A
6164,Fri Aug 13 19:30:45 2021,1543542,CAR,6163,Thu A
6165,Sat Aug  7 13:38:53 2021,8543678,CAR,6164,Fri A
6166,Tue Aug 17 21:25:08 2021,8339200,CAR,6165,Sat A
6167,Sun Aug  8 12:23:24 2021,9888402,VAN,6166,Tue A
6168,Sat Aug 21 16:51:35 2021,4895787,CAR,6167,Sun A
6169,Fri Aug 13 22:40:59 2021,6550602,CAR,6168,Sat A
6170,Thu Aug 12 11:13:47 2021,3752956,CAR,6169,Fri A
6171,Tue Aug 17 11:51:06 2021,5665463,CAR,6170,Thu A
6172,Tue Aug 10 09:25:42 2021,9351862,CAR,6171,Tue A
6173,Thu Jul 29 13:23:44 2021,5515218,TRUCK,6172,Tue A
6174,Sun Aug 22 01:43:43 2021,9567046,CAR,6173,Thu J
6175,Fri Aug 13 07:00:49 2021,1652645,TRUCK,6174,Sun A
6176,Tue Aug  3 04:14:42 2021,8601332,TRUCK,6175,Fri A
6177,Mon Aug  2 05:11:59 2021,801406,CAR,6176,Tue A
6178,Fri Jul 30 07:25:33 2021,7095860,CAR,6177,Mon A
6179,Fri Aug  6 23:36:38 2021,178705,CAR,6178,Fri J
6180,Mon Aug 16 19:55:39 2021,9049473,TRUCK,6179,Fri A
6181,Wed Aug 18 14:36:29 2021,3785849,CAR,6180,Mon A
6182,Wed Aug  4 17:09:17 2021,5569548,CAR,6181,Wed A
6183,Wed Aug 18 17:44:41 2021,4681914,CAR,6182,Wed A
6184,Sun Aug  1 08:58:00 2021,1771202,CAR,6183,Wed A
6185,Wed Aug 11 19:53:36 2021,1256221,CAR,6184,Sun A
6186,Sat Aug 14 16:33:17 2021,3320060,TRUCK,6185,Wed A
