Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Type of Payment code,Vehicle Code
5171,Mon Aug  2 18:30:20 2021,1981467,truck,5170,Mon A
5172,Sun Aug  1 10:57:13 2021,2645141,car,5171,Mon A
5173,Fri Jul 30 20:49:02 2021,9344277,car,5172,Sun A
5174,Thu Aug 19 17:20:39 2021,4746178,van,5173,Fri J
5175,Fri Aug 13 04:14:32 2021,9512747,car,5174,Thu A
5176,Tue Aug 10 18:39:54 2021,4281587,car,5175,Fri A
5177,Sun Aug  1 21:28:02 2021,2324204,car,5176,Tue A
5178,Sat Aug 14 07:43:13 2021,6477861,car,5177,Sun A
5179,Sun Aug 22 06:45:40 2021,4605565,truck,5178,Sat A
5180,Sun Aug  8 06:38:33 2021,5237552,truck,5179,Sun A
5181,Fri Jul 30 23:04:34 2021,9008954,car,5180,Sun A
5182,Wed Aug 18 00:36:59 2021,4293766,van,5181,Fri J
5183,Fri Aug 13 10:29:43 2021,937159,truck,5182,Wed A
5184,Sat Aug  7 01:00:28 2021,540538,car,5183,Fri A
5185,Sat Aug 14 19:54:34 2021,2556962,truck,5184,Sat A
5186,Mon Aug  9 14:24:29 2021,8829621,car,5185,Sat A
5187,Sat Aug 21 06:23:17 2021,1346726,car,5186,Mon A
5188,Thu Aug 12 23:54:11 2021,8916430,car,5187,Sat A
5189,Wed Aug  4 23:40:57 2021,4960176,car,5188,Thu A
5190,Sun Aug  8 22:03:28 2021,9968900,car,5189,Wed A
5191,Sat Aug  7 12:02:14 2021,1633019,car,5190,Sun A
5192,Sun Aug 22 11:30:40 2021,5818590,car,5191,Sat A
5193,Sun Aug  1 04:43:14 2021,9706758,car,5192,Sun A
5194,Tue Aug 10 17:31:06 2021,146709,car,5193,Sun A
5195,Thu Aug 12 21:31:17 2021,3359335,truck,5194,Tue A
5196,Thu Aug  5 09:09:36 2021,9189718,car,5195,Thu A
5197,Fri Aug 13 11:26:05 2021,6974042,car,5196,Thu A
5198,Fri Aug  6 11:47:52 2021,301256,van,5197,Fri A
5199,Sun Aug  8 21:20:18 2021,1052573,car,5198,Fri A
5200,Fri Aug 13 19:38:43 2021,4959029,van,5199,Sun A
5201,Fri Jul 30 09:59:28 2021,5063075,car,5200,Fri A
5202,Mon Aug  2 08:57:04 2021,6593531,car,5201,Fri J
5203,Fri Aug 20 16:51:42 2021,1147885,van,5202,Mon A
5204,Tue Aug  3 08:31:50 2021,2124867,car,5203,Fri A
5205,Sat Jul 31 17:14:45 2021,8549220,car,5204,Tue A
5206,Sat Aug 21 20:23:17 2021,3247682,car,5205,Sat J
5207,Mon Aug  2 22:14:45 2021,6499331,van,5206,Sat A
5208,Wed Aug  4 11:43:32 2021,2827443,car,5207,Mon A
5209,Sat Aug 21 13:44:26 2021,3266872,car,5208,Wed A
5210,Wed Aug 11 03:09:54 2021,1279754,van,5209,Sat A
5211,Fri Aug 13 02:01:26 2021,5958545,car,5210,Wed A
5212,Sun Aug  8 09:26:58 2021,7964151,car,5211,Fri A
5213,Mon Aug  9 15:05:32 2021,8046997,car,5212,Sun A
5214,Fri Aug  6 14:26:42 2021,2821451,car,5213,Mon A
5215,Mon Aug  2 20:00:29 2021,6055426,car,5214,Fri A
5216,Thu Jul 29 18:12:16 2021,1852286,truck,5215,Mon A
5217,Sun Aug  8 20:22:03 2021,1778660,truck,5216,Thu J
5218,Thu Aug 19 13:21:34 2021,8468539,truck,5217,Sun A
5219,Sat Aug 21 09:16:39 2021,2488795,car,5218,Thu A
5220,Fri Aug 13 05:27:27 2021,1270847,van,5219,Sat A
5221,Sun Aug  1 17:30:39 2021,1303833,car,5220,Fri A
5222,Wed Aug 11 00:39:22 2021,424246,car,5221,Sun A
5223,Sun Aug  1 14:09:59 2021,3249067,truck,5222,Wed A
5224,Thu Aug 19 23:01:18 2021,9723309,car,5223,Sun A
5225,Tue Aug 10 08:35:49 2021,8568968,truck,5224,Thu A
5226,Mon Aug  2 11:18:11 2021,9420145,car,5225,Tue A
5227,Fri Aug  6 20:12:03 2021,624805,car,5226,Mon A
5228,Sun Aug  1 19:41:43 2021,7955497,car,5227,Fri A
5229,Sun Aug 15 06:29:24 2021,2986822,van,5228,Sun A
5230,Thu Aug  5 04:31:01 2021,3156350,car,5229,Sun A
5231,Fri Aug 20 11:25:20 2021,4449444,truck,5230,Thu A
5232,Sat Aug 14 03:20:26 2021,5162077,truck,5231,Fri A
5233,Thu Jul 29 18:37:09 2021,9139068,car,5232,Sat A
5234,Thu Jul 29 17:50:10 2021,7931001,car,5233,Thu J
5235,Fri Aug 13 13:12:48 2021,3060021,car,5234,Thu J
5236,Mon Aug 16 07:06:58 2021,4036497,car,5235,Fri A
5237,Wed Aug 18 12:08:09 2021,4312097,truck,5236,Mon A
5238,Mon Aug  9 12:21:33 2021,9935356,car,5237,Wed A
5239,Tue Aug 10 17:41:27 2021,7747127,car,5238,Mon A
5240,Sun Aug 15 05:37:25 2021,6675746,van,5239,Tue A
5241,Sun Aug 22 07:25:27 2021,5892251,car,5240,Sun A
5242,Wed Aug 18 04:12:24 2021,8318158,car,5241,Sun A
5243,Wed Aug  4 22:11:43 2021,7944463,car,5242,Wed A
5244,Thu Aug  5 09:38:34 2021,7046941,truck,5243,Wed A
5245,Wed Aug  4 06:28:02 2021,8110643,car,5244,Thu A
5246,Tue Aug 10 15:15:46 2021,4501645,car,5245,Wed A
5247,Sat Aug 14 10:07:23 2021,1237880,car,5246,Tue A
5248,Fri Jul 30 04:40:16 2021,3970600,car,5247,Sat A
5249,Sun Aug  1 00:47:27 2021,5178273,car,5248,Fri J
5250,Sun Aug 22 13:20:54 2021,7940221,truck,5249,Sun A
5251,Fri Aug 13 20:36:47 2021,6969663,truck,5250,Sun A
5252,Sat Aug 14 18:19:35 2021,4871406,van,5251,Fri A
5253,Wed Aug  4 15:39:59 2021,3646964,car,5252,Sat A
5254,Thu Aug  5 06:16:30 2021,6336032,truck,5253,Wed A
5255,Sat Jul 31 04:08:35 2021,8805092,car,5254,Thu A
5256,Tue Aug 17 08:46:35 2021,4335142,car,5255,Sat J
5257,Sat Jul 31 07:41:17 2021,3197452,car,5256,Tue A
5258,Fri Aug 13 14:39:17 2021,7289454,car,5257,Sat J
5259,Mon Aug  2 01:03:42 2021,9492377,car,5258,Fri A
5260,Sun Aug  8 08:35:19 2021,1091669,car,5259,Mon A
5261,Sat Aug  7 05:08:08 2021,6205495,car,5260,Sun A
5262,Thu Aug  5 16:54:54 2021,3811784,car,5261,Sat A
5263,Wed Aug  4 16:58:34 2021,3790647,car,5262,Thu A
5264,Tue Aug 10 19:45:55 2021,8224961,truck,5263,Wed A
5265,Tue Aug  3 00:19:47 2021,8295250,car,5264,Tue A
5266,Thu Aug 19 22:25:28 2021,5069961,car,5265,Tue A
5267,Thu Aug 12 15:35:52 2021,9193995,truck,5266,Thu A
5268,Fri Aug 13 19:15:20 2021,8458593,car,5267,Thu A
5269,Fri Jul 30 06:56:03 2021,4820830,truck,5268,Fri A
5270,Fri Jul 30 17:28:48 2021,8907404,car,5269,Fri J
5271,Mon Aug 16 14:13:04 2021,9699900,van,5270,Fri J
5272,Sun Aug 15 21:45:27 2021,5382149,car,5271,Mon A
5273,Mon Aug  2 11:22:10 2021,5555474,car,5272,Sun A
5274,Sat Aug  7 22:54:05 2021,5260250,van,5273,Mon A
5275,Wed Aug 11 22:44:33 2021,134116,car,5274,Sat A
5276,Sun Aug  8 22:08:05 2021,6381831,car,5275,Wed A
5277,Sun Aug  8 14:02:28 2021,5314863,truck,5276,Sun A
5278,Tue Aug 10 21:30:40 2021,1337867,car,5277,Sun A
5279,Thu Aug  5 02:14:56 2021,4455367,car,5278,Tue A
5280,Thu Aug 19 16:44:58 2021,2274715,car,5279,Thu A
5281,Mon Aug  2 23:15:17 2021,392152,car,5280,Thu A
5282,Fri Jul 30 15:50:37 2021,1707828,car,5281,Mon A
5283,Tue Aug  3 05:28:21 2021,3547842,car,5282,Fri J
5284,Wed Aug 18 00:33:25 2021,4839267,van,5283,Tue A
5285,Mon Aug  9 22:57:00 2021,7313231,car,5284,Wed A
5286,Wed Aug  4 21:28:26 2021,9180727,car,5285,Mon A
5287,Tue Aug 10 04:17:57 2021,9186689,car,5286,Wed A
5288,Fri Aug 20 15:52:00 2021,5700151,car,5287,Tue A
5289,Wed Aug 11 04:22:19 2021,8593632,van,5288,Fri A
5290,Sat Aug 21 04:01:51 2021,8895138,car,5289,Wed A
5291,Fri Aug  6 08:33:25 2021,2031598,car,5290,Sat A
5292,Fri Aug 20 21:04:54 2021,4523860,car,5291,Fri A
5293,Wed Aug 11 21:00:20 2021,764501,car,5292,Fri A
5294,Thu Aug  5 11:24:17 2021,3763202,van,5293,Wed A
5295,Tue Aug 17 19:41:04 2021,7347087,car,5294,Thu A
5296,Sat Aug 14 16:06:07 2021,7512115,car,5295,Tue A
5297,Thu Aug 19 03:48:12 2021,8799707,car,5296,Sat A
5298,Wed Aug  4 09:48:13 2021,703619,van,5297,Thu A
5299,Wed Aug 18 20:46:33 2021,7877080,car,5298,Wed A
5300,Tue Aug 17 06:44:31 2021,8323022,car,5299,Wed A
5301,Sun Aug 15 05:15:49 2021,3270542,car,5300,Tue A
5302,Tue Aug 10 05:45:22 2021,977603,van,5301,Sun A
5303,Thu Aug 19 12:03:23 2021,3518064,car,5302,Tue A
5304,Mon Aug  9 09:32:02 2021,1767926,car,5303,Thu A
5305,Tue Aug 17 18:09:36 2021,9258951,car,5304,Mon A
5306,Wed Aug 18 18:17:51 2021,1358745,car,5305,Tue A
5307,Sat Aug 14 20:32:06 2021,5920039,car,5306,Wed A
5308,Sat Aug  7 04:59:08 2021,3858005,car,5307,Sat A
5309,Fri Aug  6 04:30:00 2021,5155124,car,5308,Sat A
5310,Mon Aug  2 21:25:20 2021,2906667,car,5309,Fri A
5311,Sat Aug 21 00:20:43 2021,2197892,car,5310,Mon A
5312,Mon Aug 16 06:22:34 2021,6105245,car,5311,Sat A
5313,Thu Jul 29 20:16:54 2021,8201342,car,5312,Mon A
5314,Sat Aug 21 12:31:54 2021,3994166,car,5313,Thu J
5315,Tue Aug 17 16:58:14 2021,6961908,car,5314,Sat A
5316,Tue Aug 17 01:29:30 2021,5083000,truck,5315,Tue A
5317,Mon Aug  2 14:22:34 2021,1287613,truck,5316,Tue A
5318,Wed Aug  4 21:42:58 2021,8724744,truck,5317,Mon A
5319,Fri Aug 13 22:30:55 2021,536140,truck,5318,Wed A
5320,Wed Aug 11 19:22:21 2021,3568830,car,5319,Fri A
5321,Sat Aug 21 16:27:36 2021,2343254,car,5320,Wed A
5322,Fri Aug  6 22:43:06 2021,9689051,car,5321,Sat A
5323,Mon Aug  2 04:41:34 2021,8146085,car,5322,Fri A
5324,Thu Aug  5 13:03:13 2021,5444400,car,5323,Mon A
5325,Tue Aug 10 10:53:47 2021,5221097,truck,5324,Thu A
5326,Wed Aug 11 13:10:33 2021,4920784,car,5325,Tue A
5327,Sun Aug  8 21:22:41 2021,8938039,car,5326,Wed A
5328,Thu Aug  5 06:24:29 2021,4633228,car,5327,Sun A
5329,Thu Aug 12 21:35:56 2021,5173034,truck,5328,Thu A
5330,Sat Jul 31 00:24:28 2021,6470540,car,5329,Thu A
5331,Wed Aug 11 00:12:58 2021,1448972,van,5330,Sat J
5332,Wed Aug 11 11:48:09 2021,3774811,truck,5331,Wed A
5333,Mon Aug  9 20:39:58 2021,1570000,truck,5332,Wed A
5334,Tue Aug  3 13:28:34 2021,7324264,car,5333,Mon A
5335,Thu Aug 19 17:01:21 2021,569060,truck,5334,Tue A
5336,Tue Aug 10 19:30:17 2021,8211477,car,5335,Thu A
5337,Tue Aug  3 07:17:08 2021,8516497,car,5336,Tue A
5338,Sat Aug 14 06:01:04 2021,2704108,truck,5337,Tue A
5339,Sun Aug  1 10:13:20 2021,6951824,car,5338,Sat A
5340,Sun Aug 15 05:41:38 2021,3573269,car,5339,Sun A
5341,Mon Aug 16 23:25:32 2021,3291791,car,5340,Sun A
5342,Fri Aug 13 10:27:01 2021,6845343,truck,5341,Mon A
5343,Tue Aug 17 09:23:55 2021,8177852,car,5342,Fri A
5344,Tue Aug  3 21:38:41 2021,5318422,truck,5343,Tue A
5345,Tue Aug  3 07:08:38 2021,2928113,car,5344,Tue A
5346,Tue Aug 17 21:14:39 2021,82256,car,5345,Tue A
5347,Sun Aug  1 13:34:39 2021,7285141,car,5346,Tue A
5348,Thu Aug  5 08:19:59 2021,9988364,car,5347,Sun A
5349,Wed Aug 18 17:20:03 2021,4855435,van,5348,Thu A
5350,Thu Aug 19 15:38:03 2021,5995963,car,5349,Wed A
5351,Fri Aug 13 03:51:24 2021,2129205,car,5350,Thu A
5352,Fri Jul 30 18:33:03 2021,997529,car,5351,Fri A
5353,Sat Aug  7 05:43:53 2021,108387,van,5352,Fri J
5354,Tue Aug 10 15:26:59 2021,7021072,car,5353,Sat A
5355,Tue Aug 10 10:48:37 2021,2550288,car,5354,Tue A
5356,Tue Aug 17 19:56:59 2021,7340345,car,5355,Tue A
5357,Mon Aug  9 02:32:35 2021,1374895,van,5356,Tue A
5358,Sun Aug  8 08:17:58 2021,2715580,van,5357,Mon A
5359,Sun Aug  1 20:51:28 2021,6056522,car,5358,Sun A
5360,Sun Aug  1 15:01:07 2021,6954728,car,5359,Sun A
5361,Fri Jul 30 03:28:26 2021,6784265,van,5360,Sun A
5362,Sat Aug  7 07:15:33 2021,4518878,car,5361,Fri J
5363,Mon Aug  2 02:07:07 2021,7984951,car,5362,Sat A
5364,Sat Aug 21 08:35:14 2021,5972746,van,5363,Mon A
5365,Wed Aug 11 07:28:21 2021,4697289,car,5364,Sat A
5366,Thu Aug 19 23:15:12 2021,5951386,car,5365,Wed A
5367,Thu Aug 12 03:57:53 2021,2001101,car,5366,Thu A
5368,Sat Jul 31 02:49:27 2021,6347367,car,5367,Thu A
5369,Sun Aug 22 13:30:06 2021,7777270,car,5368,Sat J
5370,Sun Aug  8 00:03:54 2021,7722064,car,5369,Sun A
5371,Sun Aug  1 18:29:25 2021,482747,truck,5370,Sun A
5372,Wed Aug 18 03:29:31 2021,6746302,car,5371,Sun A
5373,Thu Aug 12 21:39:54 2021,50872,car,5372,Wed A
5374,Sat Aug 21 02:38:34 2021,1419013,truck,5373,Thu A
5375,Thu Aug 12 14:47:30 2021,9912911,car,5374,Sat A
5376,Sun Aug  1 13:52:03 2021,9823816,car,5375,Thu A
5377,Fri Aug 20 14:20:19 2021,6995512,car,5376,Sun A
5378,Sat Aug 21 12:39:45 2021,3857104,car,5377,Fri A
5379,Wed Aug 11 23:22:13 2021,5857374,van,5378,Sat A
5380,Sat Aug  7 13:38:21 2021,9947026,truck,5379,Wed A
5381,Sun Aug 22 05:55:23 2021,4151756,truck,5380,Sat A
5382,Sun Aug 15 02:24:43 2021,2461559,truck,5381,Sun A
5383,Thu Aug 12 06:30:58 2021,6362631,van,5382,Sun A
5384,Sun Aug  8 21:50:30 2021,112930,car,5383,Thu A
5385,Mon Aug  9 02:41:19 2021,7610174,car,5384,Sun A
5386,Tue Aug 10 19:06:25 2021,8915157,car,5385,Mon A
5387,Thu Aug 12 03:51:07 2021,103876,car,5386,Tue A
5388,Wed Aug 11 22:52:08 2021,7641676,truck,5387,Thu A
5389,Sat Aug 21 06:47:15 2021,9574193,van,5388,Wed A
5390,Sun Aug  1 10:16:31 2021,4625092,car,5389,Sat A
5391,Fri Aug 20 04:20:47 2021,6629260,car,5390,Sun A
5392,Wed Aug 11 14:42:36 2021,2237347,truck,5391,Fri A
5393,Sat Jul 31 20:48:41 2021,1862322,truck,5392,Wed A
5394,Wed Aug 18 11:16:15 2021,9968624,car,5393,Sat J
5395,Mon Aug 16 12:17:30 2021,9538946,van,5394,Wed A
5396,Sat Aug 21 23:22:32 2021,7288239,car,5395,Mon A
5397,Sun Aug 22 18:02:28 2021,2041550,car,5396,Sat A
5398,Thu Aug 19 13:51:27 2021,581557,truck,5397,Sun A
5399,Sat Aug  7 12:51:08 2021,9501632,truck,5398,Thu A
5400,Wed Aug  4 07:44:20 2021,5432057,car,5399,Sat A
5401,Wed Aug 18 06:27:21 2021,3546562,truck,5400,Wed A
5402,Mon Aug 16 13:30:38 2021,2147157,car,5401,Wed A
5403,Thu Jul 29 22:10:31 2021,8355099,truck,5402,Mon A
5404,Wed Aug  4 09:28:13 2021,2707940,car,5403,Thu J
5405,Tue Aug 17 14:46:17 2021,4743133,truck,5404,Wed A
5406,Tue Aug  3 11:47:10 2021,3137393,car,5405,Tue A
5407,Wed Aug 11 14:21:31 2021,5545497,truck,5406,Tue A
5408,Thu Aug  5 05:37:21 2021,6927601,van,5407,Wed A
5409,Sun Aug 15 06:06:20 2021,3996259,van,5408,Thu A
5410,Thu Aug  5 01:53:27 2021,2396233,car,5409,Sun A
5411,Sat Aug 14 12:01:13 2021,2716365,car,5410,Thu A
5412,Thu Aug 12 21:41:28 2021,92132,car,5411,Sat A
5413,Mon Aug  9 12:29:31 2021,8648554,truck,5412,Thu A
5414,Tue Aug  3 09:34:28 2021,2482590,van,5413,Mon A
5415,Sat Jul 31 02:55:59 2021,1938092,car,5414,Tue A
5416,Mon Aug  2 19:25:22 2021,6030952,car,5415,Sat J
5417,Fri Aug 13 14:22:40 2021,6034700,truck,5416,Mon A
5418,Wed Aug 18 17:29:43 2021,9034648,car,5417,Fri A
5419,Fri Aug  6 00:02:08 2021,6124034,car,5418,Wed A
5420,Sat Aug  7 08:31:43 2021,2830217,car,5419,Fri A
5421,Sat Aug 14 05:36:35 2021,4844188,truck,5420,Sat A
5422,Fri Aug  6 21:35:08 2021,3949258,van,5421,Sat A
5423,Fri Aug 13 10:26:08 2021,1436888,car,5422,Fri A
5424,Tue Aug 17 13:56:18 2021,3443044,truck,5423,Fri A
5425,Sat Jul 31 03:07:51 2021,1329351,truck,5424,Tue A
5426,Fri Jul 30 09:20:11 2021,1378797,car,5425,Sat J
5427,Tue Aug 17 01:32:22 2021,2430585,car,5426,Fri J
5428,Thu Aug 12 12:24:35 2021,5694484,car,5427,Tue A
5429,Tue Aug  3 14:49:00 2021,314361,car,5428,Thu A
5430,Fri Aug 20 22:51:52 2021,9852761,car,5429,Tue A
5431,Fri Aug 13 17:03:50 2021,1341996,car,5430,Fri A
5432,Thu Aug 12 10:06:10 2021,8029750,truck,5431,Fri A
5433,Sun Aug 15 01:59:26 2021,3069557,truck,5432,Thu A
5434,Mon Aug  9 22:36:20 2021,8134289,car,5433,Sun A
5435,Sun Aug  8 15:07:41 2021,564173,car,5434,Mon A
5436,Sat Jul 31 21:00:44 2021,2880414,car,5435,Sun A
5437,Wed Aug 11 22:00:18 2021,7747516,car,5436,Sat J
5438,Mon Aug 16 19:12:12 2021,2316914,car,5437,Wed A
5439,Sun Aug 22 13:42:21 2021,4799490,car,5438,Mon A
5440,Wed Aug  4 03:48:41 2021,3137041,van,5439,Sun A
5441,Sun Aug  1 06:02:35 2021,6340965,car,5440,Wed A
5442,Fri Jul 30 14:24:41 2021,8577160,truck,5441,Sun A
5443,Thu Jul 29 16:54:52 2021,8725412,car,5442,Fri J
5444,Thu Aug  5 01:35:29 2021,2404535,van,5443,Thu J
5445,Sat Aug 14 05:01:47 2021,4786021,van,5444,Thu A
5446,Sun Aug  1 05:50:31 2021,7148781,van,5445,Sat A
5447,Sun Aug 15 12:14:37 2021,5909986,car,5446,Sun A
5448,Mon Aug  2 12:47:37 2021,754813,truck,5447,Sun A
5449,Thu Jul 29 15:08:48 2021,1218454,car,5448,Mon A
5450,Fri Jul 30 01:57:24 2021,1459177,van,5449,Thu J
5451,Thu Jul 29 23:25:13 2021,3311920,car,5450,Fri J
5452,Sat Aug 21 07:10:17 2021,2108901,car,5451,Thu J
5453,Sun Aug  1 06:07:49 2021,6927332,van,5452,Sat A
5454,Mon Aug  2 00:21:00 2021,8728026,van,5453,Sun A
5455,Sun Aug  8 00:37:13 2021,5731034,car,5454,Mon A
5456,Fri Aug  6 17:50:10 2021,9444706,car,5455,Sun A
5457,Sun Aug  8 04:44:35 2021,4433393,van,5456,Fri A
5458,Tue Aug 17 20:21:10 2021,1488490,truck,5457,Sun A
5459,Sun Aug  8 01:33:12 2021,6931818,car,5458,Tue A
5460,Thu Aug  5 17:27:19 2021,2613646,car,5459,Sun A
5461,Fri Aug  6 14:22:21 2021,4569893,van,5460,Thu A
5462,Sat Jul 31 19:02:10 2021,2798614,truck,5461,Fri A
5463,Thu Aug  5 07:26:09 2021,4266679,car,5462,Sat J
5464,Mon Aug  2 01:22:13 2021,9464981,car,5463,Thu A
5465,Fri Jul 30 23:15:58 2021,3548648,car,5464,Mon A
5466,Fri Aug  6 06:49:14 2021,883884,truck,5465,Fri J
5467,Wed Aug 18 06:12:59 2021,5930271,car,5466,Fri A
5468,Sun Aug  8 18:52:01 2021,9189382,car,5467,Wed A
5469,Sun Aug 22 04:44:32 2021,8479319,truck,5468,Sun A
5470,Sat Aug  7 02:11:08 2021,6290477,car,5469,Sun A
5471,Tue Aug  3 20:24:45 2021,7794110,truck,5470,Sat A
5472,Mon Aug  9 14:34:37 2021,2564064,van,5471,Tue A
5473,Thu Aug 19 01:32:21 2021,2754498,car,5472,Mon A
5474,Wed Aug  4 19:18:54 2021,1463193,car,5473,Thu A
5475,Thu Aug 12 17:24:22 2021,800701,car,5474,Wed A
5476,Sat Aug 14 04:35:56 2021,3901372,car,5475,Thu A
5477,Sat Jul 31 07:30:56 2021,9145876,truck,5476,Sat A
5478,Fri Aug  6 15:53:25 2021,2842464,car,5477,Sat J
5479,Sun Aug 22 17:37:43 2021,6029248,truck,5478,Fri A
5480,Sun Aug 22 14:57:24 2021,367717,car,5479,Sun A
5481,Wed Aug 18 03:56:58 2021,9286413,car,5480,Sun A
5482,Tue Aug 10 08:38:49 2021,1530901,truck,5481,Wed A
5483,Thu Aug 12 04:50:40 2021,4057068,car,5482,Tue A
5484,Wed Aug 18 05:14:00 2021,8813130,van,5483,Thu A
5485,Fri Jul 30 06:36:42 2021,9397110,car,5484,Wed A
5486,Sun Aug 15 14:27:35 2021,7578064,car,5485,Fri J
5487,Tue Aug 17 21:57:24 2021,6090539,car,5486,Sun A
5488,Fri Jul 30 04:12:24 2021,6682066,car,5487,Tue A
5489,Mon Aug  9 22:25:22 2021,5155420,car,5488,Fri J
5490,Tue Aug 10 22:11:57 2021,9223395,truck,5489,Mon A
5491,Sun Aug 15 02:53:37 2021,3554289,car,5490,Tue A
5492,Tue Aug 10 17:24:47 2021,8349916,car,5491,Sun A
5493,Sun Aug  8 22:20:21 2021,1716819,car,5492,Tue A
5494,Fri Aug 20 12:43:15 2021,4556900,truck,5493,Sun A
5495,Wed Aug  4 13:02:27 2021,9179669,car,5494,Fri A
5496,Wed Aug 11 16:53:50 2021,8544393,van,5495,Wed A
5497,Tue Aug  3 19:50:44 2021,9292581,truck,5496,Wed A
5498,Sat Aug 21 17:44:45 2021,6777833,car,5497,Tue A
5499,Sun Aug  1 12:34:54 2021,8044469,truck,5498,Sat A
5500,Fri Aug 20 22:04:08 2021,2867600,car,5499,Sun A
5501,Fri Aug  6 20:48:58 2021,7573227,car,5500,Fri A
5502,Wed Aug 11 12:20:17 2021,1432731,car,5501,Fri A
5503,Tue Aug 10 08:58:50 2021,5114304,truck,5502,Wed A
5504,Fri Aug 20 06:49:34 2021,1306322,car,5503,Tue A
5505,Sun Aug  1 10:48:38 2021,1619643,car,5504,Fri A
5506,Mon Aug  2 23:53:15 2021,2469644,van,5505,Sun A
5507,Mon Aug 16 17:52:44 2021,8324430,car,5506,Mon A
5508,Tue Aug 10 14:38:23 2021,3400959,car,5507,Mon A
5509,Mon Aug  2 11:57:03 2021,7677733,car,5508,Tue A
5510,Sun Aug 15 05:23:21 2021,5709788,car,5509,Mon A
5511,Mon Aug 16 10:29:42 2021,9797598,truck,5510,Sun A
5512,Sun Aug  8 03:48:06 2021,1274218,car,5511,Mon A
5513,Sun Aug  1 00:34:12 2021,9201033,truck,5512,Sun A
5514,Thu Aug 12 03:50:40 2021,320290,car,5513,Sun A
5515,Wed Aug 18 12:44:43 2021,5795036,car,5514,Thu A
5516,Thu Aug  5 09:10:20 2021,7228866,car,5515,Wed A
5517,Mon Aug 16 08:20:50 2021,7167614,car,5516,Thu A
5518,Thu Aug  5 21:14:07 2021,5787670,truck,5517,Mon A
5519,Sat Aug  7 21:42:11 2021,6412580,van,5518,Thu A
5520,Thu Aug 19 12:21:45 2021,4966079,car,5519,Sat A
5521,Fri Aug 20 00:51:54 2021,6908393,van,5520,Thu A
5522,Thu Aug 19 00:27:52 2021,1250880,truck,5521,Fri A
5523,Thu Aug 12 14:19:16 2021,4232878,car,5522,Thu A
5524,Sat Jul 31 00:12:56 2021,7368404,truck,5523,Thu A
5525,Sun Aug 22 10:22:05 2021,5736734,truck,5524,Sat J
5526,Sun Aug  1 22:41:32 2021,842892,truck,5525,Sun A
5527,Sat Jul 31 03:38:49 2021,1386373,car,5526,Sun A
5528,Fri Jul 30 06:28:02 2021,5880025,car,5527,Sat J
5529,Sat Jul 31 09:29:35 2021,1484820,car,5528,Fri J
5530,Sun Aug 22 08:32:28 2021,6608521,truck,5529,Sat J
5531,Sat Aug 21 19:26:07 2021,6657965,truck,5530,Sun A
5532,Tue Aug 17 04:13:04 2021,4251686,truck,5531,Sat A
5533,Sat Aug  7 11:59:51 2021,8108462,car,5532,Tue A
5534,Thu Aug 19 13:52:08 2021,8723255,truck,5533,Sat A
5535,Thu Aug  5 20:02:04 2021,8248602,truck,5534,Thu A
5536,Fri Aug 13 07:36:44 2021,2141447,car,5535,Thu A
5537,Fri Jul 30 18:10:47 2021,2071850,truck,5536,Fri A
5538,Sun Aug  1 05:45:54 2021,2278440,car,5537,Fri J
5539,Fri Jul 30 14:00:00 2021,949549,car,5538,Sun A
5540,Fri Jul 30 02:49:25 2021,7571091,truck,5539,Fri J
5541,Wed Aug 18 16:12:12 2021,1633920,car,5540,Fri J
5542,Wed Aug 18 06:53:43 2021,1590284,car,5541,Wed A
5543,Mon Aug  2 07:29:26 2021,1703902,car,5542,Wed A
5544,Fri Aug 13 17:03:06 2021,451888,car,5543,Mon A
5545,Sun Aug 15 16:34:52 2021,7831206,car,5544,Fri A
5546,Thu Aug 19 17:29:18 2021,5604288,car,5545,Sun A
5547,Fri Aug  6 21:22:18 2021,4054602,car,5546,Thu A
5548,Mon Aug  9 02:21:49 2021,9004921,car,5547,Fri A
5549,Sat Aug 21 10:28:07 2021,6332268,car,5548,Mon A
5550,Tue Aug  3 00:39:22 2021,4128072,car,5549,Sat A
5551,Sat Aug 14 14:07:47 2021,6528401,car,5550,Tue A
5552,Fri Jul 30 22:48:02 2021,6094289,car,5551,Sat A
5553,Mon Aug 16 05:14:01 2021,1910954,van,5552,Fri J
5554,Fri Aug 13 09:32:58 2021,1639822,car,5553,Mon A
5555,Thu Aug 12 10:31:41 2021,9656000,van,5554,Fri A
5556,Fri Jul 30 12:05:20 2021,4718936,truck,5555,Thu A
5557,Sun Aug  8 23:37:10 2021,2768756,van,5556,Fri J
5558,Mon Aug  9 13:57:42 2021,633914,car,5557,Sun A
5559,Mon Aug  9 06:08:28 2021,263355,car,5558,Mon A
5560,Sat Aug 14 11:53:02 2021,3878361,truck,5559,Mon A
5561,Wed Aug 18 14:02:01 2021,1642821,van,5560,Sat A
5562,Fri Jul 30 18:44:21 2021,9522867,van,5561,Wed A
5563,Thu Aug 19 22:20:30 2021,3942100,car,5562,Fri J
5564,Fri Jul 30 07:22:23 2021,3321429,van,5563,Thu A
5565,Fri Aug  6 01:00:06 2021,9730729,car,5564,Fri J
5566,Fri Aug 20 08:32:57 2021,3016039,truck,5565,Fri A
5567,Sat Jul 31 20:21:06 2021,2399923,car,5566,Fri A
